Time,Temp,EC1,EC2,EC3,ECco1,ECco2,ECco3,PPco1,PPco2,PPco3,PP1,PP2,PP3
0.161111111111111,32,0.0204,0.0207,0.019,0.0202,0.0143,0.0136,0.029468629627211602,0.009822876542403868,0.013097168723205155,0.014734314813605801,0.01146002263280451,0.013097168723205155
0.327777777777778,32,0.0202,0.0206,0.022,0.0203,0.0162,0.0131,0.03438006789841353,0.018008606994407088,0.018008606994407088,0.018008606994407088,0.014734314813605801,0.018008606994407088
0.494444444444444,32,0.0229,0.0241,0.0228,0.0197,0.0161,0.0137,0.02619433744641031,0.018008606994407088,0.014734314813605801,0.02619433744641031,0.018008606994407088,0.014734314813605801
0.661111111111111,32,0.022,0.0229,0.0224,0.0194,0.0168,0.0146,0.029468629627211602,0.013097168723205155,0.014734314813605801,0.009822876542403868,0.014734314813605801,0.014734314813605801
0.827777777777778,32.1,0.0238,0.0256,0.0242,0.0223,0.0184,0.0153,0.027831483536810954,0.013097168723205155,0.014734314813605801,0.014734314813605801,0.021282899175208377,0.014734314813605801
0.994444444444444,32,0.0287,0.0278,0.0264,0.026,0.0199,0.0157,0.029468629627211602,0.016371460904006443,0.013097168723205155,0.018008606994407088,0.014734314813605801,0.013097168723205155
1.16111111111111,32,0.0314,0.0315,0.029,0.0264,0.021,0.0165,0.031105775717612243,0.008185730452003222,0.016371460904006443,0.016371460904006443,0.013097168723205155,0.014734314813605801
1.32777777777778,32,0.034,0.0342,0.03,0.0267,0.023,0.0177,0.03765436007921482,0.014734314813605801,0.01146002263280451,0.016371460904006443,0.009822876542403868,0.013097168723205155
1.49444444444444,32,0.0341,0.0356,0.0313,0.0262,0.0249,0.0176,0.027831483536810954,0.008185730452003222,0.016371460904006443,0.016371460904006443,0.014734314813605801,0.016371460904006443
1.66111111111111,32,0.0383,0.0373,0.033,0.0292,0.0267,0.0196,0.031105775717612243,0.013097168723205155,0.01146002263280451,0.021282899175208377,0.021282899175208377,0.016371460904006443
1.82777777777778,32.1,0.0399,0.0386,0.036,0.0306,0.0264,0.0211,0.036017213988814176,0.018008606994407088,0.01146002263280451,0.016371460904006443,0.014734314813605801,0.016371460904006443
1.99444444444444,32.1,0.0442,0.041,0.0398,0.0319,0.0313,0.0192,0.03438006789841353,0.01146002263280451,0.009822876542403868,0.018008606994407088,0.016371460904006443,0.024557191356009665
2.16111111111111,32.1,0.0462,0.0449,0.0405,0.0333,0.0324,0.0223,0.03438006789841353,0.013097168723205155,0.009822876542403868,0.018008606994407088,0.013097168723205155,0.019645753084807736
2.32777777777778,32,0.048,0.0477,0.0415,0.0358,0.0332,0.0226,0.03438006789841353,0.019645753084807736,0.01146002263280451,0.02619433744641031,0.021282899175208377,0.024557191356009665
2.49444444444444,32,0.0538,0.0497,0.0452,0.0372,0.0344,0.0243,0.036017213988814176,0.013097168723205155,0.01146002263280451,0.016371460904006443,0.018008606994407088,0.024557191356009665
2.66111111111111,32.1,0.0518,0.0553,0.0486,0.0403,0.0359,0.0248,0.02619433744641031,0.013097168723205155,0.019645753084807736,0.02619433744641031,0.021282899175208377,0.021282899175208377
2.82777777777778,32.1,0.0564,0.053900000000000003,0.0493,0.0411,0.0368,0.0255,0.036017213988814176,0.013097168723205155,0.014734314813605801,0.024557191356009665,0.019645753084807736,0.019645753084807736
2.99444444444444,32.1,0.0606,0.0542,0.0512,0.0443,0.0407,0.0254,0.03438006789841353,0.02292004526560902,0.008185730452003222,0.019645753084807736,0.021282899175208377,0.018008606994407088
3.16111111111111,32,0.067,0.0583,0.0559,0.0482,0.0422,0.0292,0.03438006789841353,0.02292004526560902,0.016371460904006443,0.019645753084807736,0.024557191356009665,0.019645753084807736
3.32777777777778,32,0.0787,0.0628,0.0569,0.0525,0.042,0.032,0.03929150616961547,0.014734314813605801,0.021282899175208377,0.021282899175208377,0.029468629627211602,0.02619433744641031
