Time,Temp,EC1,EC2,EC3,ECco1,ECco2,ECco3,PPco1,PPco2,PPco3,PP1,PP2,PP3
0.151111111111111,36,0.039510064840236,0.04598154097786087,0.03763674280039723,0.0221392604708219,0.026907716572229692,0.023842280507038967,0.03734196571710445,0.032007399186089525,0.03467468245159699,0.03734196571710445,0.032007399186089525,0.02667283265507461
0.317777777777778,36,0.03831795081488406,0.04104278287283137,0.03559311875693675,0.02656711256498628,0.028610736608446763,0.029462246626555295,0.024005549389567147,0.02934011592058207,0.02667283265507461,0.018670982858552225,0.04000924898261191,0.03467468245159699
0.484444444444444,36,0.05126090309013377,0.05023909106840354,0.042405198901805025,0.027929528593959935,0.025204696536012622,0.025885904550499453,0.032007399186089525,0.03467468245159699,0.016003699593044762,0.024005549389567147,0.02667283265507461,0.03467468245159699
0.651111111111111,36,0.054326339155324505,0.05534815117705475,0.04819546702494305,0.028951340615690175,0.02929194462293359,0.031165266662772365,0.04000924898261191,0.024005549389567147,0.02934011592058207,0.024005549389567147,0.02667283265507461,0.04000924898261191
0.817777777777778,36,0.053304527133594265,0.059946305274840836,0.05245301711548573,0.028781038612068464,0.03167617267363748,0.0345713067352065,0.02667283265507461,0.03467468245159699,0.024005549389567147,0.02934011592058207,0.03734196571710445,0.024005549389567147
0.984444444444444,35.9,0.0616493253110579,0.06573657339797888,0.0616493253110579,0.03933976283661429,0.03371979671709797,0.0371258367895321,0.024005549389567147,0.03467468245159699,0.02934011592058207,0.04000924898261191,0.042676532248119375,0.03734196571710445
1.15111111111111,36,0.06522566738711374,0.06471476137624863,0.07237835153922544,0.03882885682574918,0.037466440796775524,0.041723990887318194,0.04534381551362683,0.032007399186089525,0.02667283265507461,0.02667283265507461,0.04534381551362683,0.02934011592058207
1.31777777777778,36,0.06284143933640984,0.06658808341608739,0.07340016356095568,0.04308640691629185,0.04104278287283137,0.04087248086920966,0.03467468245159699,0.024005549389567147,0.018670982858552225,0.03467468245159699,0.04000924898261191,0.02934011592058207
1.48444444444444,36,0.0713565395174952,0.07544378760441617,0.07288925755009056,0.0418942928909399,0.04257550090542672,0.04155368888369649,0.061347515106671593,0.03467468245159699,0.021338266124059688,0.04000924898261191,0.03734196571710445,0.02934011592058207
1.65111111111111,36,0.07374076756819908,0.079020129680472,0.08208556574566274,0.046662748992347694,0.05126090309013377,0.044448822945265504,0.032007399186089525,0.02934011592058207,0.03467468245159699,0.04000924898261191,0.03467468245159699,0.04534381551362683
