Time,Temp,EC1,EC2,EC3,ECco1,ECco2,ECco3,PPco1,PPco2,PPco3,PP1,PP2,PP3
0.160833333333333,40,0.21460865704772478,0.2134327192008879,0.2181364705882353,0.1346448834628191,0.1522839511653718,0.13170503884572698,0.03509359970403255,0.02573530644962387,0.03743317301763472,0.03743317301763472,0.05614975952645208,0.058489332840054246
0.3275,39.9,0.21460865704772478,0.21225678135405104,0.20520115427302998,0.12582534961154274,0.14228847946725862,0.12758925638179802,0.03275402639043038,0.030414453076828208,0.03509359970403255,0.05381018621284991,0.04211231964483906,0.05381018621284991
0.494166666666667,40,0.2151966259711432,0.22166428412874584,0.2134327192008879,0.13640879023307437,0.14287644839067704,0.12876519422863483,0.023395733136021703,0.01871658650881736,0.02807487976322604,0.04445189295844123,0.03743317301763472,0.04211231964483906
0.660833333333333,40,0.22989584905660376,0.22813194228634853,0.2322477247502775,0.1346448834628191,0.15052004439511654,0.13288097669256382,0.03509359970403255,0.02807487976322604,0.046791466272043405,0.03977274633123689,0.049131039585645575,0.05147061289924774
0.8275,39.9,0.2522386681465039,0.2545905438401776,0.25753038845726967,0.15404785793562709,0.16815911209766926,0.14816816870144284,0.03743317301763472,0.03275402639043038,0.03509359970403255,0.046791466272043405,0.03977274633123689,0.05614975952645208
0.994166666666667,40,0.27634539400665925,0.29280852386237516,0.2816371143174251,0.16815911209766926,0.19167786903440623,0.16698317425083242,0.02105615982241953,0.02105615982241953,0.04211231964483906,0.03743317301763472,0.03275402639043038,0.04211231964483906
1.16083333333333,40,0.29810024417314096,0.3163272807991121,0.3045679023307436,0.18285833518312986,0.20402521642619312,0.17697864594894563,0.03977274633123689,0.03275402639043038,0.02807487976322604,0.049131039585645575,0.02573530644962387,0.046791466272043405
1.3275,40,0.3157393118756937,0.3269107214206437,0.32514681465038847,0.18815005549389568,0.2257800665926748,0.18991396226415094,0.03743317301763472,0.02807487976322604,0.03509359970403255,0.03509359970403255,0.046791466272043405,0.06316847946725859
1.49416666666667,40,0.32926259711431743,0.352193385127636,0.3351422863485017,0.20167334073251944,0.22636803551609322,0.20284927857935628,0.03509359970403255,0.030414453076828208,0.03509359970403255,0.04445189295844123,0.03977274633123689,0.06550805278086076
1.66083333333333,40,0.33749416204217536,0.3780640177580466,0.3698324528301887,0.21225678135405104,0.2469469478357381,0.22225225305216426,0.03275402639043038,0.03275402639043038,0.03977274633123689,0.03509359970403255,0.03977274633123689,0.06316847946725859
1.8275,40,0.3774760488346282,0.3921752719200888,0.38217980022197556,0.2199003773584906,0.2534146059933407,0.23048381798002218,0.03743317301763472,0.030414453076828208,0.03977274633123689,0.04445189295844123,0.04445189295844123,0.05381018621284991
