temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,2.63818627213787,0.110741483626669,0,1,1,0,89.2779542035108
34C,2.04666338550499,0.0576075221409729,0,1,1,0,62.2308363866513
36C,NA,NA,NA,NA,NA,NA,NA
38C,1.11339760986355,0,0,1,NaN,NaN,87.9198050089299
40C,1.05426688074905,0,0,1,NaN,NaN,147.680226352894
