temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,1.55067489677564,0.488820451763375,-0.1,-0.5999,0.718677564381574,0.727187262565883,12.9040003605837
38C,0.564602362781022,2.1073497427556,-0.1,-0.5999,0.775456867985584,0.211331193334873,5.52305223879659
40C,1.2216229637844,1.49819614591386,-0.0999,-0.5999,0.81904556012222,0.368491580519152,485.701649471435
