temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,0.0127739866620612,0.294388218654789,3,-1.9999,NaN,NaN,245.652175520957
34C,NA,NA,NA,NA,NA,NA,NA
36C,1.385818862839,0.31173720141464,3,-1.9999,NaN,NaN,198.216401883451
38C,0.951578162659603,1.0577545017842,3,-1.9999,NaN,NaN,194.163419408614
40C,0.543506137254068,1.55468420044303,3.0001,-1.9999,NaN,NaN,533.238664655074
