temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,5.3036076218167,0.189901337535309,-0.4,0.4,NaN,NaN,58.2482491007135
34C,4.52996859058367,0.154038542445953,-0.3999,0.4,NaN,NaN,40.0668573752591
36C,2.57320034004096,0.192681420323275,-0.3999,0.4,NaN,NaN,9.55201356656505
38C,0.696356089778471,0.0635335313641092,-0.4,0.4,NaN,NaN,10.5125816023639
40C,0.444071729626824,0,-0.4,0.4,NaN,NaN,18.4981644578308
