temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.986969516564226,0.893897277251778,-0.9999,0,1,NaN,4.06234664625495
40C,NA,NA,NA,NA,NA,NA,NA
