temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.142258914061237,0,0.900054235709993,0.8,-Inf,Inf,62.2779068533972
40C,0.717165957186042,0,0.9,0.8,-Inf,Inf,116.05738075981
