temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.485391057939906,0,2.5,4,-Inf,Inf,207.69258368603
40C,0.321977440744965,0,2.5001,4,-Inf,Inf,309.21577994904
