temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,2.55641463636808,0.370601651255571,-0.3999,-0.1999,0.709522313881842,3.7147644238659,11.0565715872081
38C,0.713935407835562,1.28034215942227,-0.4,-0.1999,0.704236954979853,1.05630670419783,3.27203842290985
40C,NA,NA,NA,NA,NA,NA,NA
