temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,0,0.862565350804436,0.8,-0.5,NaN,0,160.314208786803
34C,0,0.887355918381396,0.8,-0.5,NaN,0,153.060803448074
36C,0,1.0879674436652,0.8,-0.5,NaN,0,63.2895993156721
38C,0.130658602565277,2.01433132491951,0.8,-0.4999,NaN,NaN,9.75546649025323
40C,0.343160677444757,4.04998579595487,0.8001,-0.4999,NaN,NaN,315.647491869248
