temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.488218677271295,0,0.5,3.5,-Inf,Inf,203.604091350832
40C,NA,NA,NA,NA,NA,NA,NA
