temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,0,0.262449486977227,4,2.5,-Inf,0,195.393099391504
38C,0.46417607404131,0,4,2.5,-Inf,Inf,196.452529524567
40C,NA,NA,NA,NA,NA,NA,NA
