temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,0,0.445606676064423,0.8,0.8,-Inf,0,159.511294607209
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,0.730542529154257,0,0.8,0.8,-Inf,Inf,115.948112687149
