temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,1.50995511737932,0.267315556983686,0.1,-0.3,NaN,NaN,45.5969825142802
36C,0.880361654053055,0.404466261498902,0.1,-0.2999,NaN,NaN,12.5388491890527
38C,0.473978198635081,1.48859337041867,0.1,-0.2999,NaN,NaN,4.66591839624337
40C,0.343160292752315,2.17886500705002,0.1001,-0.2999,NaN,NaN,315.647491864457
