temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.806140269209507,1.08492156593638,-0.5999,-0.1,0.738100329595725,2.11127870805583,3.35281476786412
40C,NA,NA,NA,NA,NA,NA,NA
