temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,0,0.54056884044287,1,1.00000275014234,-Inf,0,178.710955094411
34C,0,0.438735642673777,1,1,-Inf,0,181.249387837757
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.178378128852104,0,1.0001,1,-Inf,Inf,87.4414803068304
40C,NA,NA,NA,NA,NA,NA,NA
