temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.487519747420759,0,0.500020936009554,3,-Inf,Inf,199.295481359314
40C,0.339496771182527,0,0.5,3,-Inf,Inf,297.367452526057
