temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.619718664328855,1.07755182768146,-0.2,-0.1,0.826939232343806,1.07248987779623,3.58811487465406
40C,NA,NA,NA,NA,NA,NA,NA
