temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,0,0.278265703470252,5,-2,NaN,0,258.908365917868
34C,NA,NA,NA,NA,NA,NA,NA
36C,0.495210880345173,0.306992997825254,5,-1.9999,NaN,NaN,199.698597974957
38C,0.643874740031295,0.978961456173376,5,-1.9999,NaN,NaN,198.451505951632
40C,0.573951524214726,1.57405467340825,5.0001,-1.9999,NaN,NaN,562.323449007117
