temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.89787571179388,1.09117050094327,-0.7999,-0.1,0.714265008313411,2.56554509045015,3.49846657606273
40C,NA,NA,NA,NA,NA,NA,NA
