temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,0,0.260945977624249,4,2,-Inf,0,189.979716657643
38C,0.448863638924146,0,4,2,-Inf,Inf,190.025525748747
40C,NA,NA,NA,NA,NA,NA,NA
