,23:59:33,32.1,,,,,,,,,,,,0.083,0.931,0.894,0.886,0.671,0.891,0.879,1.187,1.155,1.157,0.084,,,,,,,,,,,
,24:09:33,32.1,,,,,,,,,,,,0.083,0.929,0.892,0.882,0.718,0.923,0.858,1.169,1.155,1.175,0.084,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Read 2:510,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Time,"Tø Read 2:510,540",E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11
,0:09:40,32,,,,,,,,,,,,69,204,207,190,202,143,136,70,71,80,65,,,,,,,,,,,
,0:19:40,32,,,,,,,,,,,,78,202,206,220,203,162,131,85,73,72,77,,,,,,,,,,,
,0:29:40,32,,,,,,,,,,,,68,229,241,228,197,161,137,87,65,75,77,,,,,,,,,,,
,0:39:40,32,,,,,,,,,,,,68,220,229,224,194,168,146,82,73,75,71,,,,,,,,,,,
,0:49:40,32.1,,,,,,,,,,,,79,238,256,242,223,184,153,84,73,67,71,,,,,,,,,,,
,0:59:40,32,,,,,,,,,,,,67,287,278,264,260,199,157,86,73,63,66,,,,,,,,,,,
,1:09:40,32,,,,,,,,,,,,68,314,315,290,264,210,165,78,73,69,73,,,,,,,,,,,
,1:19:40,32,,,,,,,,,,,,70,340,342,300,267,230,177,86,77,72,70,,,,,,,,,,,
,1:29:40,32,,,,,,,,,,,,66,341,356,313,262,249,176,84,75,64,62,,,,,,,,,,,
,1:39:40,32,,,,,,,,,,,,67,383,373,330,292,267,196,89,75,72,61,,,,,,,,,,,
,1:49:40,32.1,,,,,,,,,,,,74,399,386,360,306,264,211,91,66,75,73,,,,,,,,,,,
,1:59:40,32.1,,,,,,,,,,,,77,442,410,398,319,313,192,76,69,71,73,,,,,,,,,,,
,2:09:40,32.1,,,,,,,,,,,,75,462,449,405,333,324,223,78,64,68,74,,,,,,,,,,,
,2:19:40,32,,,,,,,,,,,,68,480,477,415,358,332,226,86,65,68,70,,,,,,,,,,,
,2:29:40,32,,,,,,,,,,,,66,538,497,452,372,344,243,76,66,68,72,,,,,,,,,,,
,2:39:40,32.1,,,,,,,,,,,,68,518,553,486,403,359,248,85,68,60,65,,,,,,,,,,,
,2:49:40,32.1,,,,,,,,,,,,66,564,539,493,411,368,255,95,74,77,72,,,,,,,,,,,
,2:59:40,32.1,,,,,,,,,,,,75,606,542,512,443,407,254,87,69,69,77,,,,,,,,,,,
,3:09:40,32,,,,,,,,,,,,66,670,583,559,482,422,292,84,71,66,68,,,,,,,,,,,
,3:19:40,32,,,,,,,,,,,,70,787,628,569,525,420,320,75,70,67,55,,,,,,,,,,,
,3:29:40,32.1,,,,,,,,,,,,77,987,689,625,552,452,345,90,71,67,66,,,,,,,,,,,
,3:39:40,32.1,,,,,,,,,,,,68,1192,691,649,574,491,366,80,74,66,60,,,,,,,,,,,
,3:49:40,32.1,,,,,,,,,,,,67,1525,773,717,600,530,387,83,70,64,63,,,,,,,,,,,
,3:59:40,32.1,,,,,,,,,,,,73,1680,843,764,612,580,382,87,75,70,69,,,,,,,,,,,
,4:09:40,32,,,,,,,,,,,,73,1640,984,812,649,617,390,82,67,73,67,,,,,,,,,,,
,4:19:40,32,,,,,,,,,,,,71,1711,1255,864,701,602,453,80,79,69,72,,,,,,,,,,,
,4:29:40,32.1,,,,,,,,,,,,77,1710,1366,957,736,661,474,78,62,67,72,,,,,,,,,,,
,4:39:40,32.1,,,,,,,,,,,,66,1807,1605,1128,803,719,499,76,74,70,63,,,,,,,,,,,
,4:49:40,32.1,,,,,,,,,,,,71,1888,1907,1403,889,772,517,86,71,73,67,,,,,,,,,,,
,4:59:40,32,,,,,,,,,,,,78,1990,1972,1680,975,837,587,85,72,70,68,,,,,,,,,,,
,5:09:40,32,,,,,,,,,,,,69,2077,2133,2079,1081,907,611,95,73,72,78,,,,,,,,,,,
,5:19:40,32.1,,,,,,,,,,,,66,2101,2202,2068,1193,1002,675,94,70,69,73,,,,,,,,,,,
,5:29:40,32.1,,,,,,,,,,,,69,2262,2327,2174,1324,1052,721,78,75,85,67,,,,,,,,,,,
,5:39:40,32.1,,,,,,,,,,,,72,2355,2329,2310,1477,1197,815,90,79,66,72,,,,,,,,,,,
,5:49:40,32,,,,,,,,,,,,72,2469,2469,2315,1541,1214,902,95,67,70,69,,,,,,,,,,,
,5:59:40,32,,,,,,,,,,,,72,2612,2601,2354,1655,1357,992,86,84,75,73,,,,,,,,,,,
,6:09:40,32.1,,,,,,,,,,,,66,2755,2802,2510,1847,1503,1082,75,77,77,75,,,,,,,,,,,
,6:19:40,32.1,,,,,,,,,,,,69,2934,2913,2674,1950,1650,1165,87,82,81,69,,,,,,,,,,,
,6:29:40,32.1,,,,,,,,,,,,79,3086,3022,2769,2101,1756,1207,98,75,78,63,,,,,,,,,,,
,6:39:40,32.1,,,,,,,,,,,,65,3321,3179,2934,2215,1878,1289,94,73,82,56,,,,,,,,,,,
,6:49:40,32,,,,,,,,,,,,70,3604,3389,3095,2249,2009,1272,84,74,83,63,,,,,,,,,,,
,6:59:40,32.1,,,,,,,,,,,,72,3580,3581,3354,2252,2074,1277,86,88,92,78,,,,,,,,,,,
,7:09:40,32.1,,,,,,,,,,,,65,3465,3353,3440,2356,2071,1321,94,86,88,68,,,,,,,,,,,
,7:19:40,32.1,,,,,,,,,,,,66,4167,3545,3274,2423,2098,1276,97,80,80,66,,,,,,,,,,,
,7:29:40,32,,,,,,,,,,,,75,4613,4135,3791,2426,2197,1279,94,92,83,69,,,,,,,,,,,
,7:39:40,32,,,,,,,,,,,,64,4803,4593,4338,2513,2202,1263,97,95,76,70,,,,,,,,,,,
,7:49:40,32.1,,,,,,,,,,,,70,5352,4869,4544,2490,2101,1229,110,93,99,69,,,,,,,,,,,
,7:59:40,32.1,,,,,,,,,,,,65,5754,5287,4995,2413,2067,1220,106,101,97,78,,,,,,,,,,,
,8:09:40,32,,,,,,,,,,,,67,6230,5650,5430,2425,2063,1209,108,94,96,71,,,,,,,,,,,
,8:19:40,32,,,,,,,,,,,,60,6826,5999,5869,2405,2150,1250,115,105,97,68,,,,,,,,,,,
,8:29:40,32,,,,,,,,,,,,61,7159,6483,6297,2441,2116,1193,108,112,94,74,,,,,,,,,,,
,8:39:40,32.1,,,,,,,,,,,,66,7880,7021,6727,2420,2063,1141,107,103,98,77,,,,,,,,,,,
,8:49:40,32.1,,,,,,,,,,,,76,8551,7552,7198,2518,2158,1181,115,107,106,76,,,,,,,,,,,
,8:59:40,32.1,,,,,,,,,,,,67,9113,8280,7750,2533,2248,1191,102,105,111,74,,,,,,,,,,,
,9:09:40,32,,,,,,,,,,,,71,9830,8887,8388,2603,2234,1212,114,110,100,78,,,,,,,,,,,
,9:19:40,32,,,,,,,,,,,,86,10537,9410,8998,2658,2263,1189,125,113,120,69,,,,,,,,,,,
,9:29:40,32,,,,,,,,,,,,78,11238,10064,9724,2769,2342,1212,129,110,111,75,,,,,,,,,,,
,9:39:40,32.1,,,,,,,,,,,,76,12138,11027,10243,2775,2366,1229,125,119,119,62,,,,,,,,,,,
,9:49:40,32.1,,,,,,,,,,,,64,12893,11506,10850,2955,2457,1235,132,133,116,75,,,,,,,,,,,
,9:59:40,32,,,,,,,,,,,,70,13843,12578,11739,3003,2505,1250,137,116,135,74,,,,,,,,,,,
,10:09:40,32.1,,,,,,,,,,,,74,14352,13495,12453,3183,2527,1263,149,128,125,73,,,,,,,,,,,
,10:19:40,32.1,,,,,,,,,,,,83,15279,14270,13131,3232,2573,1324,130,149,131,71,,,,,,,,,,,
,10:29:40,32.1,,,,,,,,,,,,76,16654,14821,13711,3212,2623,1321,137,141,139,75,,,,,,,,,,,
,10:39:40,32,,,,,,,,,,,,69,17200,15838,14547,3323,2700,1287,148,134,141,70,,,,,,,,,,,
,10:49:40,32,,,,,,,,,,,,60,18037,16691,15709,3284,2690,1330,152,137,158,72,,,,,,,,,,,
,10:59:40,32,,,,,,,,,,,,73,18631,17368,16204,3437,2819,1331,145,137,145,69,,,,,,,,,,,
,11:09:40,32.1,,,,,,,,,,,,73,19139,18182,16852,3490,2859,1350,172,145,161,77,,,,,,,,,,,
,11:19:40,32.1,,,,,,,,,,,,67,19690,18504,17287,3548,2964,1364,183,126,174,68,,,,,,,,,,,
,11:29:40,32.1,,,,,,,,,,,,67,20213,19138,17802,3601,3050,1377,190,148,160,76,,,,,,,,,,,
,11:39:40,32,,,,,,,,,,,,71,20603,19725,18414,3663,3105,1358,186,150,161,62,,,,,,,,,,,
,11:49:40,32,,,,,,,,,,,,66,21213,20518,18814,3744,3261,1372,174,151,183,80,,,,,,,,,,,
,11:59:40,32.1,,,,,,,,,,,,72,22309,21085,19404,3881,3304,1438,177,148,189,66,,,,,,,,,,,
,12:09:40,32.1,,,,,,,,,,,,68,22031,21605,20086,3936,3462,1434,187,152,182,73,,,,,,,,,,,
,12:19:40,32.1,,,,,,,,,,,,67,23179,22542,21221,3905,3513,1449,174,176,189,71,,,,,,,,,,,
,12:29:40,32,,,,,,,,,,,,74,24500,23355,21862,4026,3511,1414,180,175,186,75,,,,,,,,,,,
,12:39:40,32,,,,,,,,,,,,66,25641,23611,22530,3996,3738,1524,196,168,190,65,,,,,,,,,,,
,12:49:40,32.1,,,,,,,,,,,,75,26538,24601,23476,4081,3906,1528,188,183,189,73,,,,,,,,,,,
,12:59:40,32.1,,,,,,,,,,,,61,27189,25503,24289,4183,3877,1583,182,191,185,76,,,,,,,,,,,
,13:09:40,32.1,,,,,,,,,,,,75,29872,26537,25969,4293,3923,1665,199,182,180,74,,,,,,,,,,,
,13:19:40,32,,,,,,,,,,,,61,30734,28085,27093,4334,4014,1672,201,197,192,59,,,,,,,,,,,
,13:29:40,32,,,,,,,,,,,,70,31725,28986,28164,4446,4080,1753,197,196,192,67,,,,,,,,,,,
,13:39:40,32,,,,,,,,,,,,68,33893,30481,28799,4444,4197,1778,197,174,200,69,,,,,,,,,,,
,13:49:40,32.1,,,,,,,,,,,,79,34706,30962,30822,4482,4363,1856,211,175,207,68,,,,,,,,,,,
,13:59:40,32,,,,,,,,,,,,66,36286,32209,31045,4479,4365,1998,217,198,187,60,,,,,,,,,,,
,14:09:40,32,,,,,,,,,,,,73,36621,33325,32153,4630,4270,2024,197,192,201,70,,,,,,,,,,,
,14:19:40,32,,,,,,,,,,,,68,37384,35220,33377,4746,4371,2144,216,200,202,68,,,,,,,,,,,
,14:29:40,32.1,,,,,,,,,,,,66,38447,35817,34878,4941,4145,2186,210,217,210,73,,,,,,,,,,,
,14:39:40,32.1,,,,,,,,,,,,73,38319,36271,35966,4988,4291,2213,209,204,207,60,,,,,,,,,,,
,14:49:40,32,,,,,,,,,,,,73,39354,36849,36718,5041,4289,2259,212,197,199,62,,,,,,,,,,,
,14:59:40,32,,,,,,,,,,,,73,39585,37335,36925,4980,4154,2300,226,212,214,58,,,,,,,,,,,
,15:09:40,32,,,,,,,,,,,,69,40372,37791,36652,5136,4255,2328,210,217,199,74,,,,,,,,,,,
,15:19:40,32,,,,,,,,,,,,74,40345,38736,36842,5248,4322,2350,207,223,214,68,,,,,,,,,,,
,15:29:40,32.1,,,,,,,,,,,,69,40979,39227,37066,5283,4355,2508,239,225,222,65,,,,,,,,,,,
,15:39:40,32.1,,,,,,,,,,,,76,41440,39805,38126,5175,4273,2429,226,214,217,68,,,,,,,,,,,
,15:49:40,32.1,,,,,,,,,,,,70,41794,39737,38538,5256,4342,2483,222,229,222,60,,,,,,,,,,,
,15:59:40,32,,,,,,,,,,,,70,42560,40770,38575,5210,4385,2576,214,212,229,74,,,,,,,,,,,
,16:09:40,32.1,,,,,,,,,,,,73,43231,41315,39570,5396,4388,2699,244,227,217,71,,,,,,,,,,,
,16:19:40,32.1,,,,,,,,,,,,71,43663,41770,39340,5363,4470,2657,222,239,217,67,,,,,,,,,,,
,16:29:40,32,,,,,,,,,,,,61,43945,41875,39818,5386,4514,2748,233,234,220,77,,,,,,,,,,,
,16:39:40,32,,,,,,,,,,,,71,44412,42316,41039,5431,4527,2702,231,226,223,68,,,,,,,,,,,
,16:49:40,32,,,,,,,,,,,,75,45120,42475,40877,5452,4628,2783,241,251,219,70,,,,,,,,,,,
,16:59:40,32.1,,,,,,,,,,,,65,45244,42816,41872,5492,4660,2808,255,221,217,72,,,,,,,,,,,
,17:09:40,32.1,,,,,,,,,,,,63,45634,43297,42089,5546,4754,2893,218,239,232,67,,,,,,,,,,,
,17:19:40,32.1,,,,,,,,,,,,77,46640,44057,42366,5469,4746,2900,246,240,232,69,,,,,,,,,,,
,17:29:40,32,,,,,,,,,,,,72,46843,44391,43477,5503,4681,2971,249,240,237,72,,,,,,,,,,,
,17:39:40,32,,,,,,,,,,,,66,47336,44686,43974,5534,4849,3096,230,239,245,65,,,,,,,,,,,
,17:49:40,32.1,,,,,,,,,,,,71,47703,45233,43789,5495,4819,3141,247,230,241,66,,,,,,,,,,,
,17:59:40,32.1,,,,,,,,,,,,73,48325,45568,44028,5560,4874,3160,268,256,252,64,,,,,,,,,,,
,18:09:40,32.1,,,,,,,,,,,,73,48748,46129,44932,5577,4914,3157,236,238,251,68,,,,,,,,,,,
,18:19:40,32,,,,,,,,,,,,63,49175,46340,44982,5619,4952,3175,251,263,229,69,,,,,,,,,,,
,18:29:40,32,,,,,,,,,,,,75,49453,46611,45266,5697,4977,3188,235,229,240,57,,,,,,,,,,,
,18:39:40,32.1,,,,,,,,,,,,71,49984,47370,45586,5705,5023,3312,247,254,257,62,,,,,,,,,,,
,18:49:40,32.1,,,,,,,,,,,,74,50515,47850,45843,5803,5177,3411,254,237,268,65,,,,,,,,,,,
,18:59:40,32.1,,,,,,,,,,,,66,50778,47741,46187,5769,5018,3417,247,241,267,58,,,,,,,,,,,
,19:09:40,32.1,,,,,,,,,,,,67,51192,48247,46743,5908,5133,3477,267,264,242,67,,,,,,,,,,,
,19:19:40,32,,,,,,,,,,,,67,51746,48150,47185,5863,5200,3551,253,247,243,72,,,,,,,,,,,
,19:29:40,32,,,,,,,,,,,,69,52395,49086,47431,5900,5293,3599,243,261,271,65,,,,,,,,,,,
,19:39:40,32.1,,,,,,,,,,,,67,52853,48886,48102,5989,5363,3611,254,281,275,72,,,,,,,,,,,
,19:49:40,32.1,,,,,,,,,,,,74,52985,49386,48675,6002,5482,3636,263,274,260,67,,,,,,,,,,,
,19:59:40,32,,,,,,,,,,,,69,53562,49425,48546,6003,5347,3664,265,274,272,62,,,,,,,,,,,
,20:09:40,32,,,,,,,,,,,,64,53865,49847,48823,6016,5485,3795,269,265,260,66,,,,,,,,,,,
,20:19:40,32,,,,,,,,,,,,70,54245,50149,49242,6037,5542,3803,262,260,274,77,,,,,,,,,,,
,20:29:40,32.1,,,,,,,,,,,,65,54847,50725,49618,6057,5565,3757,265,272,267,70,,,,,,,,,,,
,20:39:40,32.1,,,,,,,,,,,,68,54918,50610,49904,6245,5590,3913,267,280,268,69,,,,,,,,,,,
,20:49:40,32,,,,,,,,,,,,67,54317,50987,49858,6304,5720,3853,267,280,258,72,,,,,,,,,,,
,20:59:40,32,,,,,,,,,,,,72,55518,51227,50189,6275,5845,4003,275,296,268,64,,,,,,,,,,,
,21:09:40,32,,,,,,,,,,,,71,55868,51419,50217,6157,5819,3926,268,270,274,73,,,,,,,,,,,
,21:19:40,32.1,,,,,,,,,,,,58,56167,52182,50994,6210,5981,4008,270,290,266,71,,,,,,,,,,,
,21:29:40,32.1,,,,,,,,,,,,72,56653,52231,51360,6222,5909,3961,267,277,262,81,,,,,,,,,,,
,21:39:40,32.1,,,,,,,,,,,,71,56676,52749,51840,6302,5976,3986,267,275,283,73,,,,,,,,,,,
,21:49:40,32,,,,,,,,,,,,74,57040,52862,51463,6335,5960,4075,283,280,283,71,,,,,,,,,,,
,21:59:40,32,,,,,,,,,,,,69,57803,53681,52082,6339,6189,4067,271,278,282,74,,,,,,,,,,,
,22:09:40,32.1,,,,,,,,,,,,67,57876,53929,52599,6398,6061,3996,281,255,267,62,,,,,,,,,,,
,22:19:40,32.1,,,,,,,,,,,,71,58178,54220,52572,6445,6035,4072,287,287,273,71,,,,,,,,,,,
,22:29:40,32,,,,,,,,,,,,67,58093,54603,52876,6497,6173,4153,270,264,263,68,,,,,,,,,,,
,22:39:40,32,,,,,,,,,,,,72,59006,54092,53185,6409,6149,4200,296,283,295,65,,,,,,,,,,,
,22:49:40,32,,,,,,,,,,,,70,59220,54927,53475,6469,6199,4255,287,279,287,73,,,,,,,,,,,
,22:59:40,32.1,,,,,,,,,,,,73,59279,55225,53541,6526,6268,4269,278,294,268,63,,,,,,,,,,,
,23:09:40,32.1,,,,,,,,,,,,71,59594,55270,53870,6504,6274,4314,281,296,292,72,,,,,,,,,,,
,23:19:40,32,,,,,,,,,,,,65,59516,55148,53971,6502,6359,4204,282,288,272,66,,,,,,,,,,,
,23:29:40,32,,,,,,,,,,,,69,59786,55690,54229,6579,6396,4344,287,295,302,78,,,,,,,,,,,
,23:39:40,32,,,,,,,,,,,,69,60240,56018,54419,6544,6448,4391,284,287,298,72,,,,,,,,,,,
,23:49:40,32.1,,,,,,,,,,,,71,60437,56642,55099,6584,6473,4331,293,282,306,66,,,,,,,,,,,
,23:59:40,32.1,,,,,,,,,,,,68,61101,56817,55316,6531,6508,4402,302,299,295,67,,,,,,,,,,,
,24:09:40,32,,,,,,,,,,,,71,60705,56734,55096,6638,6542,4380,287,293,289,64,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Read 2:585,615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Time,"Tø Read 2:585,615",E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11
,0:09:49,32,,,,,,,,,,,,8,7,4,8,18,6,8,9,7,8,8,,,,,,,,,,,
,0:19:49,32,,,,,,,,,,,,8,3,11,7,21,11,11,11,9,11,8,,,,,,,,,,,
,0:29:49,32,,,,,,,,,,,,8,9,9,7,16,11,9,16,11,9,2,,,,,,,,,,,
,0:39:49,32,,,,,,,,,,,,10,7,8,10,18,8,9,6,9,9,4,,,,,,,,,,,
,0:49:49,32.1,,,,,,,,,,,,6,10,8,9,17,8,9,9,13,9,6,,,,,,,,,,,
,0:59:49,32,,,,,,,,,,,,9,11,9,10,18,10,8,11,9,8,9,,,,,,,,,,,
,1:09:49,32,,,,,,,,,,,,7,6,5,13,19,5,10,10,8,9,9,,,,,,,,,,,
,1:19:49,32,,,,,,,,,,,,5,9,4,9,23,9,7,10,6,8,8,,,,,,,,,,,
,1:29:49,32,,,,,,,,,,,,4,9,12,7,17,5,10,10,9,10,9,,,,,,,,,,,
,1:39:49,32,,,,,,,,,,,,8,10,4,6,19,8,7,13,13,10,9,,,,,,,,,,,
,1:49:49,32.1,,,,,,,,,,,,11,7,7,5,22,11,7,10,9,10,10,,,,,,,,,,,
,1:59:49,32.1,,,,,,,,,,,,10,8,6,11,21,7,6,11,10,15,5,,,,,,,,,,,
,2:09:49,32.1,,,,,,,,,,,,5,7,7,5,21,8,6,11,8,12,7,,,,,,,,,,,
,2:19:49,32,,,,,,,,,,,,11,9,7,9,21,12,7,16,13,15,6,,,,,,,,,,,
,2:29:49,32,,,,,,,,,,,,10,3,7,7,22,8,7,10,11,15,7,,,,,,,,,,,
,2:39:49,32.1,,,,,,,,,,,,7,7,10,8,16,8,12,16,13,13,8,,,,,,,,,,,
,2:49:49,32.1,,,,,,,,,,,,9,8,9,6,22,8,9,15,12,12,9,,,,,,,,,,,
,2:59:49,32.1,,,,,,,,,,,,6,7,9,6,21,14,5,12,13,11,5,,,,,,,,,,,
,3:09:49,32,,,,,,,,,,,,9,4,9,8,21,14,10,12,15,12,8,,,,,,,,,,,
,3:19:49,32,,,,,,,,,,,,2,4,7,6,24,9,13,13,18,16,8,,,,,,,,,,,
,3:29:49,32.1,,,,,,,,,,,,7,8,7,8,19,14,11,14,14,16,8,,,,,,,,,,,
,3:39:49,32.1,,,,,,,,,,,,9,7,8,7,21,12,10,13,20,13,7,,,,,,,,,,,
,3:49:49,32.1,,,,,,,,,,,,8,8,6,8,24,10,13,17,15,15,6,,,,,,,,,,,
,3:59:49,32.1,,,,,,,,,,,,6,7,7,5,20,8,11,13,17,18,8,,,,,,,,,,,
,4:09:49,32,,,,,,,,,,,,7,10,7,10,22,13,12,19,16,18,7,,,,,,,,,,,
,4:19:49,32,,,,,,,,,,,,9,8,9,7,25,15,12,25,19,21,6,,,,,,,,,,,
,4:29:49,32.1,,,,,,,,,,,,7,13,5,8,22,14,14,18,18,23,5,,,,,,,,,,,
,4:39:49,32.1,,,,,,,,,,,,9,13,4,6,29,17,16,20,15,19,4,,,,,,,,,,,
,4:49:49,32.1,,,,,,,,,,,,6,6,8,10,24,17,12,29,19,18,8,,,,,,,,,,,
,4:59:49,32,,,,,,,,,,,,9,8,10,5,32,18,15,25,25,27,6,,,,,,,,,,,
,5:09:49,32,,,,,,,,,,,,6,5,6,9,28,19,19,27,28,31,4,,,,,,,,,,,
,5:19:49,32.1,,,,,,,,,,,,7,8,6,8,29,20,14,26,31,29,6,,,,,,,,,,,
,5:29:49,32.1,,,,,,,,,,,,3,7,8,8,42,23,21,28,31,29,7,,,,,,,,,,,
,5:39:49,32.1,,,,,,,,,,,,4,6,8,8,29,25,18,26,31,29,6,,,,,,,,,,,
,5:49:49,32,,,,,,,,,,,,9,10,7,8,38,22,23,42,42,32,6,,,,,,,,,,,
,5:59:49,32,,,,,,,,,,,,8,8,5,9,37,23,25,42,42,41,8,,,,,,,,,,,
,6:09:49,32.1,,,,,,,,,,,,4,5,6,10,37,36,23,50,37,48,6,,,,,,,,,,,
,6:19:49,32.1,,,,,,,,,,,,7,2,10,5,40,38,30,47,34,49,10,,,,,,,,,,,
,6:29:49,32.1,,,,,,,,,,,,7,5,6,8,51,37,25,59,45,59,6,,,,,,,,,,,
,6:39:49,32.1,,,,,,,,,,,,4,3,11,7,52,52,37,62,50,63,7,,,,,,,,,,,
,6:49:49,32,,,,,,,,,,,,7,4,8,10,71,41,46,80,68,73,8,,,,,,,,,,,
,6:59:49,32.1,,,,,,,,,,,,8,7,6,8,76,59,46,96,78,109,9,,,,,,,,,,,
,7:09:49,32.1,,,,,,,,,,,,8,11,4,6,75,64,75,117,98,117,12,,,,,,,,,,,
,7:19:49,32.1,,,,,,,,,,,,7,4,7,8,88,91,86,132,99,120,9,,,,,,,,,,,
,7:29:49,32,,,,,,,,,,,,9,9,5,8,109,83,104,148,122,149,9,,,,,,,,,,,
,7:39:49,32,,,,,,,,,,,,9,5,4,9,125,82,117,145,124,151,7,,,,,,,,,,,
,7:49:49,32.1,,,,,,,,,,,,5,8,6,6,133,96,151,165,137,171,8,,,,,,,,,,,
,7:59:49,32.1,,,,,,,,,,,,6,7,11,5,132,121,147,173,154,179,6,,,,,,,,,,,
,8:09:49,32,,,,,,,,,,,,4,9,5,8,138,140,142,203,163,200,1,,,,,,,,,,,
,8:19:49,32,,,,,,,,,,,,6,6,6,6,148,130,161,238,201,223,9,,,,,,,,,,,
,8:29:49,32,,,,,,,,,,,,8,4,6,2,176,148,159,258,213,254,10,,,,,,,,,,,
,8:39:49,32.1,,,,,,,,,,,,6,5,6,8,176,176,210,306,229,279,7,,,,,,,,,,,
,8:49:49,32.1,,,,,,,,,,,,6,3,6,7,178,213,205,320,252,346,8,,,,,,,,,,,
,8:59:49,32.1,,,,,,,,,,,,7,5,6,4,203,203,220,353,294,371,13,,,,,,,,,,,
,9:09:49,32,,,,,,,,,,,,6,8,6,10,215,237,238,414,335,405,8,,,,,,,,,,,
,9:19:49,32,,,,,,,,,,,,4,7,8,6,240,275,246,438,378,429,5,,,,,,,,,,,
,9:29:49,32,,,,,,,,,,,,6,6,7,5,293,308,279,530,401,537,6,,,,,,,,,,,
,9:39:49,32.1,,,,,,,,,,,,7,7,4,5,280,340,287,585,433,563,10,,,,,,,,,,,
,9:49:49,32.1,,,,,,,,,,,,5,6,6,6,327,371,317,620,516,611,9,,,,,,,,,,,
,9:59:49,32,,,,,,,,,,,,6,3,7,6,346,401,335,698,540,679,6,,,,,,,,,,,
,10:09:49,32.1,,,,,,,,,,,,6,5,6,4,384,436,360,790,595,725,8,,,,,,,,,,,
,10:19:49,32.1,,,,,,,,,,,,10,8,7,5,398,483,395,867,670,787,8,,,,,,,,,,,
,10:29:49,32.1,,,,,,,,,,,,4,5,5,1,453,502,448,934,773,845,9,,,,,,,,,,,
,10:39:49,32,,,,,,,,,,,,6,8,3,5,467,580,471,956,820,864,12,,,,,,,,,,,
,10:49:49,32,,,,,,,,,,,,9,5,2,5,533,590,499,865,908,881,7,,,,,,,,,,,
,10:59:49,32,,,,,,,,,,,,6,3,1,6,537,623,520,866,989,900,5,,,,,,,,,,,
,11:09:49,32.1,,,,,,,,,,,,10,4,5,6,616,634,541,996,1037,951,5,,,,,,,,,,,
,11:19:49,32.1,,,,,,,,,,,,12,6,1,2,622,646,618,981,1087,1043,6,,,,,,,,,,,
,11:29:49,32.1,,,,,,,,,,,,10,2,4,5,657,638,652,1066,1150,1121,9,,,,,,,,,,,
,11:39:49,32,,,,,,,,,,,,8,4,6,6,684,681,687,1115,1250,1132,6,,,,,,,,,,,
,11:49:49,32,,,,,,,,,,,,7,6,3,2,725,695,765,1160,1326,1134,8,,,,,,,,,,,
,11:59:49,32.1,,,,,,,,,,,,12,7,7,4,773,736,774,1187,1389,1177,6,,,,,,,,,,,
,12:09:49,32.1,,,,,,,,,,,,6,7,5,6,830,744,823,1254,1243,1203,9,,,,,,,,,,,
,12:19:49,32.1,,,,,,,,,,,,4,5,10,2,882,776,903,1355,1164,1266,7,,,,,,,,,,,
,12:29:49,32,,,,,,,,,,,,8,7,3,3,903,837,920,1352,1204,1363,6,,,,,,,,,,,
,12:39:49,32,,,,,,,,,,,,6,6,4,4,918,851,959,1380,1202,1349,8,,,,,,,,,,,
,12:49:49,32.1,,,,,,,,,,,,9,5,6,9,979,929,964,1476,1290,1446,8,,,,,,,,,,,
,12:59:49,32.1,,,,,,,,,,,,8,8,9,5,1019,919,1016,1579,1344,1580,7,,,,,,,,,,,
,13:09:49,32.1,,,,,,,,,,,,5,11,4,6,1028,957,1012,1568,1407,1540,6,,,,,,,,,,,
,13:19:49,32,,,,,,,,,,,,8,5,5,3,1054,1033,1009,1694,1433,1624,5,,,,,,,,,,,
,13:29:49,32,,,,,,,,,,,,9,6,7,8,1062,1031,1029,1663,1443,1654,11,,,,,,,,,,,
,13:39:49,32,,,,,,,,,,,,4,6,4,7,1050,1072,1058,1814,1514,1806,3,,,,,,,,,,,
,13:49:49,32.1,,,,,,,,,,,,8,4,7,4,1082,1090,1100,1868,1680,1693,7,,,,,,,,,,,
,13:59:49,32,,,,,,,,,,,,11,4,7,6,1093,1119,1119,1897,1810,1767,10,,,,,,,,,,,
,14:09:49,32,,,,,,,,,,,,8,4,5,4,1098,1130,1076,1997,1838,1821,5,,,,,,,,,,,
,14:19:49,32,,,,,,,,,,,,11,6,8,6,1022,1104,1133,2017,1922,1871,3,,,,,,,,,,,
,14:29:49,32.1,,,,,,,,,,,,13,6,8,7,1082,1143,1158,2027,2036,2002,5,,,,,,,,,,,
