,14:39:49,32.1,,,,,,,,,,,,7,9,8,12,1043,1113,1213,2152,2039,2004,6,,,,,,,,,,,
,14:49:49,32,,,,,,,,,,,,11,2,6,8,1070,1148,1165,2108,2062,2025,6,,,,,,,,,,,
,14:59:49,32,,,,,,,,,,,,9,9,5,3,1081,1152,1196,2294,2008,2038,6,,,,,,,,,,,
,15:09:49,32,,,,,,,,,,,,6,7,4,8,1204,1196,1237,2233,2131,2077,6,,,,,,,,,,,
,15:19:49,32,,,,,,,,,,,,5,7,6,4,1239,1208,1299,2400,2226,2121,6,,,,,,,,,,,
,15:29:49,32.1,,,,,,,,,,,,6,6,5,5,1340,1231,1413,2291,2191,2223,7,,,,,,,,,,,
,15:39:49,32.1,,,,,,,,,,,,11,7,6,8,1261,1223,1358,2424,2238,2237,6,,,,,,,,,,,
,15:49:49,32.1,,,,,,,,,,,,6,8,9,8,1355,1269,1455,2491,2264,2276,7,,,,,,,,,,,
,15:59:49,32,,,,,,,,,,,,4,5,5,7,1371,1278,1508,2506,2288,2341,7,,,,,,,,,,,
,16:09:49,32.1,,,,,,,,,,,,12,7,4,7,1436,1344,1574,2536,2420,2404,6,,,,,,,,,,,
,16:19:49,32.1,,,,,,,,,,,,8,12,5,6,1463,1348,1619,2651,2430,2357,12,,,,,,,,,,,
,16:29:49,32,,,,,,,,,,,,5,6,4,7,1447,1323,1588,2709,2528,2375,7,,,,,,,,,,,
,16:39:49,32,,,,,,,,,,,,6,6,6,3,1535,1359,1562,2709,2589,2516,6,,,,,,,,,,,
,16:49:49,32,,,,,,,,,,,,7,6,6,7,1532,1383,1640,2693,2594,2462,8,,,,,,,,,,,
,16:59:49,32.1,,,,,,,,,,,,8,6,8,11,1566,1425,1614,2825,2644,2666,5,,,,,,,,,,,
,17:09:49,32.1,,,,,,,,,,,,4,7,6,6,1588,1461,1674,2900,2669,2664,7,,,,,,,,,,,
,17:19:49,32.1,,,,,,,,,,,,5,5,4,5,1614,1473,1686,2856,2630,2722,5,,,,,,,,,,,
,17:29:49,32,,,,,,,,,,,,10,5,9,5,1556,1478,1735,2837,2782,2680,9,,,,,,,,,,,
,17:39:49,32,,,,,,,,,,,,8,6,5,7,1570,1498,1821,2974,2820,2815,8,,,,,,,,,,,
,17:49:49,32.1,,,,,,,,,,,,5,6,9,7,1629,1485,1833,2982,2928,2795,11,,,,,,,,,,,
,17:59:49,32.1,,,,,,,,,,,,9,6,3,8,1642,1560,1838,3069,2923,2737,9,,,,,,,,,,,
,18:09:49,32.1,,,,,,,,,,,,5,9,2,3,1709,1586,1840,3090,2917,2757,8,,,,,,,,,,,
,18:19:49,32,,,,,,,,,,,,9,6,7,6,1696,1557,1826,3071,2945,2829,8,,,,,,,,,,,
,18:29:49,32,,,,,,,,,,,,10,5,5,5,1727,1533,1873,3032,3057,2766,8,,,,,,,,,,,
,18:39:49,32.1,,,,,,,,,,,,4,8,7,6,1752,1592,1997,3196,3029,2790,5,,,,,,,,,,,
,18:49:49,32.1,,,,,,,,,,,,9,4,7,5,1772,1609,2009,3173,3084,2969,5,,,,,,,,,,,
,18:59:49,32.1,,,,,,,,,,,,8,6,8,2,1817,1638,1938,3205,3122,2921,8,,,,,,,,,,,
,19:09:49,32.1,,,,,,,,,,,,8,3,7,6,1838,1660,1994,3203,3077,2816,8,,,,,,,,,,,
,19:19:49,32,,,,,,,,,,,,4,4,6,6,1882,1705,2120,3236,3121,2869,7,,,,,,,,,,,
,19:29:49,32,,,,,,,,,,,,10,6,6,8,1861,1737,2179,3218,3237,3003,7,,,,,,,,,,,
,19:39:49,32.1,,,,,,,,,,,,5,11,8,8,1919,1747,2145,3294,3199,3021,7,,,,,,,,,,,
,19:49:49,32.1,,,,,,,,,,,,9,9,6,3,1947,1767,2156,3258,3310,3035,8,,,,,,,,,,,
,19:59:49,32,,,,,,,,,,,,10,6,8,8,1937,1802,2294,3329,3208,3009,7,,,,,,,,,,,
,20:09:49,32,,,,,,,,,,,,5,7,6,7,1952,1819,2143,3326,3339,3004,5,,,,,,,,,,,
,20:19:49,32,,,,,,,,,,,,6,10,9,4,1960,1870,2226,3354,3258,3100,6,,,,,,,,,,,
,20:29:49,32.1,,,,,,,,,,,,10,8,10,8,2004,1840,2201,3346,3270,3125,9,,,,,,,,,,,
,20:39:49,32.1,,,,,,,,,,,,7,11,7,5,2030,1942,2319,3302,3387,3091,7,,,,,,,,,,,
,20:49:49,32,,,,,,,,,,,,10,7,8,5,2029,1886,2257,3455,3294,3071,8,,,,,,,,,,,
,20:59:49,32,,,,,,,,,,,,10,8,7,8,2078,1961,2353,3409,3401,3011,8,,,,,,,,,,,
,21:09:49,32,,,,,,,,,,,,6,9,5,10,1972,1961,2374,3372,3464,3082,7,,,,,,,,,,,
,21:19:49,32.1,,,,,,,,,,,,9,8,8,6,2082,2032,2365,3456,3399,3099,7,,,,,,,,,,,
,21:29:49,32.1,,,,,,,,,,,,8,6,8,11,2049,2024,2393,3432,3513,3101,7,,,,,,,,,,,
,21:39:49,32.1,,,,,,,,,,,,11,5,7,7,2103,2036,2437,3515,3382,3212,10,,,,,,,,,,,
,21:49:49,32,,,,,,,,,,,,4,7,8,9,2118,2053,2386,3535,3228,3182,5,,,,,,,,,,,
,21:59:49,32,,,,,,,,,,,,9,11,11,6,2100,2062,2412,3541,3318,3224,6,,,,,,,,,,,
,22:09:49,32.1,,,,,,,,,,,,8,15,10,11,2197,2137,2402,3350,3411,3291,11,,,,,,,,,,,
,22:19:49,32.1,,,,,,,,,,,,9,9,6,6,2168,2119,2495,3324,3354,3270,6,,,,,,,,,,,
,22:29:49,32,,,,,,,,,,,,10,4,6,6,2230,2191,2501,3333,3387,3259,7,,,,,,,,,,,
,22:39:49,32,,,,,,,,,,,,8,6,8,9,2169,2239,2514,3459,3479,3316,3,,,,,,,,,,,
,22:49:49,32,,,,,,,,,,,,7,7,8,7,2207,2212,2584,3539,3499,3384,9,,,,,,,,,,,
,22:59:49,32.1,,,,,,,,,,,,7,9,9,6,2277,2175,2633,3565,3552,3434,8,,,,,,,,,,,
,23:09:49,32.1,,,,,,,,,,,,10,8,8,7,2259,2268,2694,3533,3472,3375,4,,,,,,,,,,,
,23:19:49,32,,,,,,,,,,,,0,8,9,8,2298,2280,2572,3440,3432,3374,9,,,,,,,,,,,
,23:29:49,32,,,,,,,,,,,,8,10,8,9,2326,2343,2653,3571,3487,3480,9,,,,,,,,,,,
,23:39:49,32,,,,,,,,,,,,12,10,10,8,2314,2337,2696,3602,3394,3425,6,,,,,,,,,,,
,23:49:49,32.1,,,,,,,,,,,,6,7,5,7,2375,2259,2707,3645,3627,3458,4,,,,,,,,,,,
,23:59:49,32.1,,,,,,,,,,,,7,8,6,7,2347,2354,2760,3631,3513,3470,10,,,,,,,,,,,
,24:09:49,32,,,,,,,,,,,,10,8,8,9,2386,2451,2738,3590,3604,3489,10,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,,,,,,
,A,,,,,,,,,,,,,Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,R-Squared [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,t at Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Lagtime [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"R-Squared [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"t at Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Lagtime [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"R-Squared [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"t at Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Lagtime [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,B,,,,,,,,,,,,,Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,R-Squared [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,t at Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Lagtime [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"R-Squared [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"t at Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Lagtime [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"R-Squared [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"t at Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Lagtime [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,C,,,,,,,,,,,,,Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,R-Squared [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,t at Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Lagtime [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"R-Squared [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"t at Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Lagtime [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"R-Squared [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"t at Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Lagtime [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,D,,,,,,,,,,,,,Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,R-Squared [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,t at Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Lagtime [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"R-Squared [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"t at Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Lagtime [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"R-Squared [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"t at Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Lagtime [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,E,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,R-Squared [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,t at Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,Lagtime [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"R-Squared [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"t at Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"Lagtime [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"R-Squared [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"t at Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"Lagtime [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,F,-0.02,4.72,4.57,3.53,6.75,-5.79,10.59,10.78,-10.45,8.26,-0.02,,Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,1,1,1,1,1,1,1,1,1,1,1,,R-Squared [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,18:14:33,15:04:33,15:14:33,13:04:33,7:24:33,14:14:33,20:54:33,13:34:33,12:04:33,15:54:33,15:54:33,,t at Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,18:14:33,12:57:06,13:07:11,11:14:41,7:06:27,15:50:07,19:50:16,12:35:02,12:36:59,14:13:14,15:54:33,,Lagtime [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,1500,268300,189500,202300,19500,22900,15800,-3700,-3400,3200,1800,,"Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,1,1,1,1,1,1,1,1,1,1,1,,"R-Squared [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,9:14:40,13:04:40,14:14:40,13:44:40,14:24:40,21:54:40,15:24:40,17:04:40,18:24:40,22:34:40,11:44:40,,"t at Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,9:08:20,11:19:05,11:14:54,11:18:15,10:26:38,17:35:39,12:59:32,17:49:40,19:16:08,21:32:29,11:41:20,,"Lagtime [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,-1000,-700,800,600,12300,10200,-15100,-19100,23300,20400,800,,"Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,1,1,1,1,1,1,1,1,1,1,1,,"R-Squared [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,23:14:49,4:44:49,1:24:49,1:54:49,15:04:49,20:34:49,20:04:49,22:04:49,23:44:49,16:54:49,8:14:49,,"t at Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,23:11:49,4:48:23,1:19:49,1:54:49,13:33:24,17:30:01,22:31:12,?????,21:14:27,14:49:31,8:18:34,,"Lagtime [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,G,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,R-Squared [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,t at Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,Lagtime [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"R-Squared [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"t at Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"Lagtime [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"R-Squared [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"t at Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,?????,,"Lagtime [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,H,,,,,,,,,,,,,Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,R-Squared [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,t at Max V [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Lagtime [Read 1:600],,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"R-Squared [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"t at Max V [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Lagtime [Read 2:510,540]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"R-Squared [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"t at Max V [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Lagtime [Read 2:585,615]",,,,,,,,,,,,,,,,,,,,,
