temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.619607207260061,1.27752618360151,-0.2,-0.1999,0.775261095534171,0.696597523555568,3.50229045353557
40C,NA,NA,NA,NA,NA,NA,NA
