temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,3.04105339477024,0.372804386920832,0,-0.8,1,0,72.6984197302193
34C,2.13830713829982,0.329642336766288,0,-0.8,1,0,30.5347951694343
36C,1.20145218408967,0.563343853909989,0,-0.7999,1,0,16.0204945207377
38C,0.509618279107757,2.55061254622465,0,-0.7999,1,0,7.17770244906861
40C,1.20517132847906,1.52391198121129,1e-04,-0.7999,NaN,NaN,487.415855625176
