temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,2.21839624045545,0.489461563435153,-0.2999,-0.5999,0.592949017796477,1.50525148957158,12.7085890617931
38C,0.661768156452311,2.10192963048956,-0.3,-0.5999,0.640301986500724,0.396793951113476,5.04923269788461
40C,1.30753956074615,1.41889197204638,-0.3,-0.5999,0.68854308775973,0.678850198736448,484.649347833782
