temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,0,0.264330919618788,4.5,2,-Inf,0,191.57293827738
38C,0.446314487418956,0,4.5,2,-Inf,Inf,191.367060930281
40C,NA,NA,NA,NA,NA,NA,NA
