temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
32C,1.85122016490011,0.115437861243182,0.1,1,0.315935854504428,1.26635334022656,97.3584663147143
34C,1.45041766954344,0.0631757535995538,0.1,1,-0.0446678840047436,1.51520475776503,73.6316763188902
36C,NA,NA,NA,NA,NA,NA,NA
38C,0.975926047813604,0,0.1,1,-Inf,Inf,88.2730257497034
40C,1.03757313297586,0,0.1,1,-Inf,Inf,147.831191977642
